NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	CTH	54	0.5215688347816467	0.003509449	Yes	
row_1	SORD	60	0.5008010268211365	0.008464028	Yes	
row_2	GTF2H1	285	0.2569672167301178	0.006959763	Yes	
row_3	NUFIP1	670	0.17259807884693146	7.367082E-4	Yes	
row_4	HSPD1	706	0.16924534738063812	0.004806514	Yes	
row_5	GBE1	733	0.1666966825723648	0.009141751	Yes	
row_6	P4HA1	1006	0.14260081946849823	0.0062218495	Yes	
row_7	NUP205	1070	0.1375599354505539	0.009465867	Yes	
row_8	ABCF2	1202	0.12877030670642853	0.010704398	Yes	
row_9	SRD5A1	1313	0.12238109856843948	0.012562271	Yes	
row_10	STIP1	1321	0.12183073908090591	0.017457865	Yes	
row_11	CYP51A1	1429	0.11633078008890152	0.019404214	Yes	
row_12	GSK3B	1430	0.11630547046661377	0.024506256	Yes	
row_13	PSMG1	1485	0.1134733036160469	0.028015705	Yes	
row_14	TMEM97	1503	0.11287681758403778	0.032616373	Yes	
row_15	ENO1	1546	0.11124792695045471	0.036479734	Yes	
row_16	GMPS	1650	0.10714324563741684	0.03854405	Yes	
row_17	CCNF	1702	0.10527488589286804	0.042141978	Yes	
row_18	PNO1	1794	0.10175129026174545	0.04456021	Yes	
row_19	IFRD1	1851	0.09982552379369736	0.048010673	Yes	
row_20	FDXR	1927	0.09723582118749619	0.05090078	Yes	
row_21	UNG	2094	0.09236880391836166	0.051107075	Yes	
row_22	CCT6A	2102	0.09222027659416199	0.05600267	Yes	
row_23	USO1	2185	0.0896952822804451	0.05868633	Yes	
row_24	ADIPOR2	2210	0.08891743421554565	0.06308056	Yes	
row_25	RRM2	2216	0.08874820172786713	0.06803513	Yes	
row_26	EEF1E1	2272	0.08727706968784332	0.07151509	Yes	
row_27	GCLC	2333	0.08554764837026596	0.07484759	Yes	
row_28	CACYBP	2368	0.08482003957033157	0.07894688	Yes	
row_29	TPI1	2428	0.08342047780752182	0.082308866	Yes	
row_30	PDK1	2459	0.08280012756586075	0.08652613	Yes	
row_31	ACACA	2475	0.08222825080156326	0.09118579	Yes	
row_32	PPIA	2711	0.077042356133461	0.08935711	Yes	
row_33	POLR3G	2729	0.07666601240634918	0.093957774	Yes	
row_34	CCNG1	2759	0.07595255225896835	0.09820454	Yes	
row_35	TFRC	2782	0.07552143186330795	0.10265774	Yes	
row_36	HK2	2789	0.07544051855802536	0.10758283	Yes	
row_37	PGK1	3107	0.069512739777565	0.10333577	Yes	
row_38	ELOVL6	3179	0.0682610347867012	0.10634385	Yes	
row_39	LDHA	3828	0.0573611743748188	0.09233479	Yes	
row_40	HSPE1	3874	0.056771066039800644	0.09610967	Yes	
row_41	GLA	4070	0.054009757936000824	0.09546068	Yes	
row_42	PSMD12	4145	0.053069114685058594	0.09838029	Yes	
row_43	FADS1	4180	0.05252591520547867	0.102479585	Yes	
row_44	MCM4	4573	0.04760805144906044	0.096020594	Yes	
row_45	HMGCR	4732	0.046088628470897675	0.09646282	Yes	
row_46	PSMC6	4740	0.045988742262125015	0.10135842	Yes	
row_47	TXNRD1	4900	0.044269803911447525	0.10177116	Yes	
row_48	PLK1	4926	0.04399723559617996	0.10613589	Yes	
row_49	UCHL5	4944	0.04385439306497574	0.110736564	Yes	
row_50	TOMM40	4949	0.043812572956085205	0.11572064	Yes	
row_51	COPS5	5042	0.04278476536273956	0.11810937	Yes	
row_52	TBK1	5071	0.042542506009340286	0.12238562	Yes	
row_53	SLC1A5	5078	0.04248860478401184	0.12731071	Yes	
row_54	BUB1	5094	0.04229127615690231	0.13197036	Yes	
row_55	GAPDH	5141	0.04177666828036308	0.13571575	Yes	
row_56	RPA1	5209	0.04111664369702339	0.1388418	Yes	
row_57	GSR	5310	0.0403129979968071	0.1409946	Yes	
row_58	TES	5411	0.039374034851789474	0.1431474	Yes	
row_59	PSMD14	5498	0.03856605663895607	0.14571309	Yes	
row_60	HMGCS1	5559	0.037898316979408264	0.14904559	Yes	
row_61	ELOVL5	5583	0.03767751157283783	0.1534693	Yes	
row_62	SLC7A11	5707	0.036662209779024124	0.15494376	Yes	
row_63	TM7SF2	5759	0.03622256964445114	0.1585417	Yes	
row_64	ERO1A	6022	0.03381599113345146	0.15591672	Yes	
row_65	CD9	6273	0.031538721174001694	0.15364565	Yes	
row_66	TCEA1	6485	0.03019360452890396	0.15252478	Yes	
row_67	PSPH	6740	0.028255054727196693	0.15013574	Yes	
row_68	EBP	6809	0.027835963293910027	0.1532323	Yes	
row_69	UFM1	6826	0.02766689658164978	0.15786245	Yes	
row_70	SLC2A3	6903	0.02718549780547619	0.16072308	Yes	
row_71	PSMD13	6959	0.026789581403136253	0.16420303	Yes	
row_72	SC5D	7041	0.026228010654449463	0.16691619	Yes	
row_73	SYTL2	7193	0.02533985674381256	0.16756487	Yes	
row_74	UBE2D3	7273	0.024671172723174095	0.170337	Yes	
row_75	FADS2	7293	0.024529578164219856	0.17487869	Yes	
row_76	ASNS	7505	0.023299291729927063	0.17375784	Yes	
row_77	EGLN3	7831	0.021416552364826202	0.16927482	Yes	
row_78	AURKA	7836	0.021381281316280365	0.1742589	Yes	
row_79	ATP2A2	7887	0.021070364862680435	0.17788632	Yes	
row_80	INSIG1	7926	0.02085983194410801	0.18186764	Yes	
row_81	PRDX1	8040	0.020198721438646317	0.18363704	Yes	
row_82	IDH1	8048	0.020181965082883835	0.18853264	Yes	
row_83	IMMT	8079	0.019985182210803032	0.1927499	Yes	
row_84	IDI1	8312	0.01870979554951191	0.1910097	Yes	
row_85	MTHFD2	8446	0.018137797713279724	0.19218925	Yes	
row_86	SQLE	8492	0.017851652577519417	0.19596413	Yes	
row_87	HMBS	8596	0.01725025288760662	0.19802845	Yes	
row_88	ADD3	9002	0.0152675099670887	0.19118606	No	
row_89	SLC37A4	9300	0.0139433229342103	0.18752883	No	
row_90	DDIT4	9548	0.012917418964207172	0.18534625	No	
row_91	M6PR	10292	0.01004281546920538	0.16853541	No	
row_92	SKAP2	10293	0.010037316009402275	0.17363745	No	
row_93	SSR1	10397	0.009626059792935848	0.17570177	No	
row_94	LTA4H	11168	0.007134431041777134	0.15809463	No	
row_95	SLC2A1	12128	0.004313959274441004	0.13491343	No	
row_96	PITPNB	12762	0.002875667065382004	0.12134676	No	
row_97	DHFR	14429	4.497657064348459E-4	0.0773144	No	
row_98	PSMB5	15665	-7.934360182844102E-4	0.045993283	No	
row_99	HSPA4	16296	-0.0015640162164345384	0.03251509	No	
row_100	NFIL3	16305	-0.0015744732227176428	0.03738119	No	
row_101	HPRT1	16823	-0.002330205636098981	0.027235642	No	
row_102	PSMC4	16918	-0.0024839001707732677	0.029565394	No	
row_103	YKT6	16993	-0.002616979880258441	0.032484993	No	
row_104	ALDOA	17136	-0.002866326831281185	0.03339911	No	
row_105	CDC25A	17810	-0.0042553250677883625	0.01865274	No	
row_106	ATP6V1D	17950	-0.004521333612501621	0.019655334	No	
row_107	PGM1	18246	-0.005187002941966057	0.016057106	No	
row_108	SLC1A4	18396	-0.005487822461873293	0.016764773	No	
row_109	SEC11A	18828	-0.006595763377845287	0.009155574	No	
row_110	ETF1	19000	-0.006986401975154877	0.009214409	No	
row_111	GPI	20069	-0.009798026643693447	-0.017181473	No	
row_112	DHCR24	20091	-0.009873227216303349	-0.012698772	No	
row_113	G6PD	20459	-0.010818417184054852	-0.018420456	No	
row_114	PNP	20792	-0.011737685650587082	-0.023109904	No	
row_115	ACTR3	20798	-0.011752445250749588	-0.018155325	No	
row_116	QDPR	21220	-0.0131466593593359	-0.0254696	No	
row_117	ME1	21236	-0.01320046465843916	-0.020809947	No	
row_118	ACLY	21265	-0.013294406235218048	-0.016533693	No	
row_119	NAMPT	21441	-0.013835573568940163	-0.016592829	No	
row_120	SCD	21622	-0.014420307241380215	-0.016799426	No	
row_121	AK4	21918	-0.015415998175740242	-0.020397654	No	
row_122	DDX39A	21985	-0.015660623088479042	-0.017242115	No	
row_123	PSMC2	22848	-0.018765877932310104	-0.037562553	No	
row_124	NUPR1	22902	-0.018958577886223793	-0.034023613	No	
row_125	RAB1A	23126	-0.01984655298292637	-0.035498384	No	
row_126	PPA1	23220	-0.020205700770020485	-0.03313914	No	
row_127	PFKL	23267	-0.020428188145160675	-0.029393751	No	
row_128	PSME3	23492	-0.021322034299373627	-0.030898016	No	
row_129	SLC7A5	24066	-0.02362123504281044	-0.042695142	No	
row_130	MLLT11	24253	-0.024420583620667458	-0.043078694	No	
row_131	VLDLR	24343	-0.024775482714176178	-0.04060148	No	
row_132	MAP2K3	24726	-0.02647976577281952	-0.04676555	No	
row_133	DHCR7	24866	-0.02709922567009926	-0.045762956	No	
row_134	PIK3R3	24867	-0.027108119800686836	-0.040660918	No	
row_135	RRP9	25011	-0.027751104906201363	-0.039776295	No	
row_136	PDAP1	25114	-0.028314411640167236	-0.03768248	No	
row_137	HSPA9	25530	-0.030406348407268524	-0.044819802	No	
row_138	BHLHE40	25719	-0.03126268833875656	-0.04526234	No	
row_139	GOT1	26014	-0.032828859984874725	-0.048831075	No	
row_140	ACTR2	26224	-0.0341268815100193	-0.049892955	No	
row_141	SHMT2	26499	-0.035844121128320694	-0.05287184	No	
row_142	NFYC	26547	-0.03616950288414955	-0.049155943	No	
row_143	CANX	26553	-0.036223676055669785	-0.044201363	No	
row_144	DDIT3	26809	-0.03785491734743118	-0.046619896	No	
row_145	ACSL3	27159	-0.040084924548864365	-0.051810715	No	
row_146	PHGDH	27162	-0.040114715695381165	-0.04676766	No	
row_147	HSP90B1	27206	-0.04033823311328888	-0.042933792	No	
row_148	TRIB3	27224	-0.04044710844755173	-0.03833312	No	
row_149	EIF2S2	27404	-0.04181985557079315	-0.03851023	No	
row_150	PSMA3	27516	-0.04269477352499962	-0.03668185	No	
row_151	TUBA4A	27701	-0.043983444571495056	-0.037006415	No	
row_152	RIT1	27930	-0.04567627236247063	-0.03862865	No	
row_153	MTHFD2L	28174	-0.04794219508767128	-0.040693272	No	
row_154	RDH11	28349	-0.04952137544751167	-0.040722914	No	
row_155	RPN1	28475	-0.050644733011722565	-0.039307427	No	
row_156	CALR	28502	-0.05096479505300522	-0.03497219	No	
row_157	IGFBP5	28623	-0.052137795835733414	-0.03340924	No	
row_158	XBP1	29271	-0.05959105119109154	-0.047388807	No	
row_159	PSAT1	29412	-0.06148386001586914	-0.04641571	No	
row_160	CYB5B	29454	-0.061970148235559464	-0.04252286	No	
row_161	CDKN1A	29473	-0.06208600476384163	-0.03795168	No	
row_162	NMT1	29513	-0.06263595819473267	-0.033999845	No	
row_163	ARPC5L	29671	-0.06456085294485092	-0.033528116	No	
row_164	EDEM1	29681	-0.06464745104312897	-0.028691508	No	
row_165	PLOD2	29811	-0.0666569173336029	-0.027393991	No	
row_166	PPP1R15A	30040	-0.06981506198644638	-0.029016227	No	
row_167	SDF2L1	30524	-0.07784903049468994	-0.03815903	No	
row_168	STC1	30565	-0.07889536023139954	-0.03423669	No	
row_169	PSMA4	30923	-0.08762090653181076	-0.039663445	No	
row_170	TUBG1	31015	-0.08990296721458435	-0.037245218	No	
row_171	NFKBIB	31398	-0.10197920352220535	-0.043409288	No	
row_172	MCM2	31658	-0.11317484080791473	-0.045945786	No	
row_173	GGA2	31741	-0.11736855655908585	-0.043262128	No	
row_174	SQSTM1	31755	-0.11795958876609802	-0.03854349	No	
row_175	SLC6A6	31885	-0.12444206327199936	-0.03724597	No	
row_176	FKBP2	31925	-0.12722066044807434	-0.033294134	No	
row_177	CTSC	31988	-0.13120226562023163	-0.030020626	No	
row_178	SERP1	32116	-0.1415616124868393	-0.028664125	No	
row_179	LDLR	32173	-0.14787690341472626	-0.02521366	No	
row_180	HSPA5	32290	-0.15934935212135315	-0.023532743	No	
row_181	SERPINH1	32298	-0.1598547250032425	-0.018637149	No	
row_182	DAPP1	32483	-0.18776744604110718	-0.018961716	No	
